year_birth,education,marital_status,income,kidhome,teenhome,date,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,customer_age,age_group,day_as_customer,loyality_tier,is_parent,household_size,Total_Spending
1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,59,45-60,4280,very loyal,0,2,608
1976,Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,49,45-60,4416,very loyal,0,1,1581
1964,Phd,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,61,60-80,4440,very loyal,1,3,68
1978,Basic,Married,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,47,45-60,4607,very loyal,1,2,80
1989,Phd,Married,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,36,30-45,4357,very loyal,0,1,1282
1988,Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,37,30-45,4344,very loyal,1,2,91
1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,52,45-60,4445,very loyal,1,3,315
1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,48,45-60,4131,very loyal,1,3,31
1980,Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,45,30-45,3996,very loyal,0,1,834
1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,71,60-80,4232,very loyal,0,1,1600
1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,71,60-80,4477,very loyal,0,1,1270
1973,Phd,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,52,45-60,4039,very loyal,1,3,263
1952,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,73,60-80,3949,very loyal,0,2,535
1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,57,45-60,4151,very loyal,0,1,1295
1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,47,45-60,4207,very loyal,0,2,1150
1977,Phd,Married,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,1,48,45-60,4553,very loyal,0,1,1240
1965,Phd,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,60,45-60,4296,very loyal,1,3,38
1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,41,30-45,4545,very loyal,0,1,35
1988,Graduation,Married,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,0,37,30-45,4152,very loyal,1,2,53
1963,Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,62,60-80,4361,very loyal,1,3,293
1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,59,45-60,3970,very loyal,0,2,65
1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,71,60-80,4606,very loyal,0,2,1804
1956,Graduation,Married,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,69,60-80,4404,very loyal,0,2,241
1954,Graduation,Married,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,71,60-80,4052,very loyal,0,1,1101
1968,Phd,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,57,45-60,4581,very loyal,1,3,264
1974,Master,Married,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,51,45-60,4473,very loyal,1,3,541
1985,Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,40,30-45,4370,very loyal,0,1,1198
1977,Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,48,45-60,4038,very loyal,1,2,482
1978,2N Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,47,45-60,3997,very loyal,1,4,17
1948,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,77,60-80,4175,very loyal,0,1,1615
1954,Master,Widowed,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,71,60-80,4251,very loyal,0,2,285
1980,Graduation,Married,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,45,30-45,4541,very loyal,1,2,1135
1988,2N Cycle,Married,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,37,30-45,4028,very loyal,1,2,114
1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,56,45-60,4176,very loyal,0,1,1047
1970,Phd,Married,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,55,45-60,4025,very loyal,0,3,714
1980,Phd,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,45,30-45,4489,very loyal,1,2,185
1962,Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,63,60-80,4608,very loyal,0,2,1245
1978,Graduation,Married,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,47,45-60,4409,very loyal,1,2,189
1976,Graduation,Married,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,49,45-60,4561,very loyal,0,2,576
1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,73,60-80,4516,very loyal,0,2,1103
1972,Phd,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,53,45-60,4639,very loyal,0,1,1753
1986,Phd,Married,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,39,30-45,4082,very loyal,1,2,17
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,1,59,45-60,4415,very loyal,1,3,433
1962,2N Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,63,60-80,4489,very loyal,0,2,1588
1971,Graduation,Married,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,54,45-60,4359,very loyal,1,2,22
1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,74,60-80,4023,very loyal,0,1,19
1965,Phd,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,60,45-60,4412,very loyal,0,2,1117
1975,2N Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,50,45-60,4151,very loyal,1,2,69
1982,Master,Married,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,43,30-45,4156,very loyal,1,2,23
1958,Phd,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,67,60-80,4217,very loyal,0,2,605
1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,52,45-60,4134,very loyal,1,2,57
1968,Graduation,Widowed,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,57,45-60,4193,very loyal,0,1,2088
1958,Graduation,Married,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,67,60-80,4502,very loyal,0,2,1009
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,54,45-60,4282,very loyal,1,2,26
1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,1,35,30-45,4162,very loyal,0,1,1627
1958,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,67,60-80,4630,very loyal,0,2,1102
1964,Phd,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,61,60-80,3973,very loyal,1,3,17
1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,1,53,45-60,4354,very loyal,1,2,1690
1953,Graduation,Married,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,72,60-80,4485,very loyal,0,2,1390
1988,Phd,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,37,30-45,4616,very loyal,0,1,2126
1969,Master,Married,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,56,45-60,4557,very loyal,0,2,1531
1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,50,45-60,4235,very loyal,1,2,64
1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,40,30-45,4194,very loyal,1,2,26
1974,Graduation,Divorced,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,1,51,45-60,4399,very loyal,0,1,1112
1958,2N Cycle,Married,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,67,60-80,4594,very loyal,0,1,210
1967,Graduation,Married,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,58,45-60,4618,very loyal,1,3,1148
1974,Phd,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,51,45-60,4573,very loyal,1,2,33
1961,Phd,Married,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,64,60-80,4570,very loyal,0,2,1101
1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,61,60-80,4564,very loyal,0,2,322
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,61,60-80,4339,very loyal,1,3,44
1957,Phd,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,68,60-80,4152,very loyal,1,4,17
1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,46,45-60,4576,very loyal,1,2,31
1968,Phd,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,57,45-60,4352,very loyal,0,3,845
1970,Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,55,45-60,3961,very loyal,1,2,275
1978,Phd,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,47,45-60,4532,very loyal,1,2,25
1952,Master,Married,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,1,73,60-80,4460,very loyal,1,3,275
1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,59,45-60,4421,very loyal,1,3,90
1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,0,62,60-80,3952,very loyal,0,1,1495
1970,Phd,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,55,45-60,4571,very loyal,1,3,184
1970,Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,55,45-60,4324,very loyal,0,1,981
1970,Graduation,Married,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,55,45-60,4217,very loyal,1,2,67
1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,1,72,60-80,4594,very loyal,0,1,1635
1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,42,30-45,4050,very loyal,1,2,60
1975,Phd,Married,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,50,45-60,4094,very loyal,0,2,231
1960,Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,65,60-80,4033,very loyal,1,3,48
1963,Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,62,60-80,4457,very loyal,1,3,99
1963,Phd,Married,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,62,60-80,4235,very loyal,0,2,770
1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,1,69,60-80,4477,very loyal,0,1,957
1981,Master,Married,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,44,30-45,4009,very loyal,0,1,818
1986,Phd,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,1,39,30-45,4402,very loyal,0,1,925
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,57,45-60,4383,very loyal,0,2,908
1981,Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,44,30-45,4452,very loyal,1,2,102
1976,Graduation,Married,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,49,45-60,4561,very loyal,0,2,576
1946,Graduation,Married,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,79,60-80,4616,very loyal,0,1,317
1974,Phd,Married,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,51,45-60,4069,very loyal,0,2,461
1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,50,45-60,4022,very loyal,1,3,37
1974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,51,45-60,4301,very loyal,1,2,70
1952,Graduation,Married,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,73,60-80,4465,very loyal,0,1,930
1956,Master,Married,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,69,60-80,4486,very loyal,1,3,859
1966,Graduation,Widowed,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,59,45-60,3997,very loyal,0,1,1478
1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,76,60-80,4330,very loyal,0,1,390
1984,2N Cycle,Married,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,0,41,30-45,4309,very loyal,0,1,52
1969,Graduation,Married,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,56,45-60,4133,very loyal,1,2,137
1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,45,30-45,4555,very loyal,0,1,1919
1971,Graduation,Married,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,54,45-60,4114,very loyal,1,3,68
1965,Graduation,Married,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,60,45-60,4423,very loyal,1,3,25
1952,Master,Married,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,73,60-80,4624,very loyal,0,2,1374
1988,2N Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,37,30-45,4428,very loyal,1,2,32
1986,Master,Married,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,39,30-45,4481,very loyal,1,2,100
1982,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,43,30-45,4482,very loyal,0,1,825
1965,Phd,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,60,45-60,4053,very loyal,0,2,916
1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,67,60-80,4023,very loyal,1,3,62
1956,2N Cycle,Married,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,69,60-80,4209,very loyal,0,2,728
1978,Phd,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,47,45-60,4069,very loyal,1,2,90
1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,37,30-45,4026,very loyal,1,2,273
1984,Graduation,Married,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,41,30-45,4133,very loyal,1,2,66
1961,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,64,60-80,4407,very loyal,0,1,1213
1966,Graduation,Widowed,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,1,59,45-60,4598,very loyal,0,1,107
1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,78,60-80,4065,very loyal,0,1,1157
1964,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,61,60-80,4241,very loyal,0,2,546
1992,Master,Married,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,33,30-45,4377,very loyal,0,1,241
1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,49,45-60,4111,very loyal,1,2,53
1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,58,45-60,4193,very loyal,1,4,37
1989,Graduation,Married,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,36,30-45,4340,very loyal,0,1,1611
1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,49,45-60,4457,very loyal,0,1,1508
1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,59,45-60,4143,very loyal,1,3,235
1956,Master,Married,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,69,60-80,4059,very loyal,1,3,32
1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,53,45-60,4284,very loyal,1,3,102
1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,40,30-45,4633,very loyal,1,2,401
1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,74,60-80,4297,very loyal,1,3,28
1970,Graduation,Single,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,55,45-60,4259,very loyal,1,4,1052
1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,54,45-60,4477,very loyal,0,2,680
1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,51,45-60,4312,very loyal,1,2,30
1965,Phd,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,60,45-60,4089,very loyal,1,3,20
1961,Phd,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,64,60-80,4456,very loyal,0,2,1307
1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,72,60-80,4483,very loyal,0,2,630
1957,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,68,60-80,4308,very loyal,0,1,1283
1976,Phd,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,49,45-60,4311,very loyal,1,2,65
1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,41,30-45,4183,very loyal,1,2,37
1950,Phd,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,75,60-80,4365,very loyal,1,4,38
1986,Phd,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,39,30-45,4450,very loyal,1,2,160
1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,42,30-45,4388,very loyal,1,2,23
1989,Phd,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,36,30-45,4240,very loyal,0,1,71
1956,Phd,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,1,69,60-80,4401,very loyal,0,2,1161
1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,54,45-60,4484,very loyal,1,2,59
1983,Graduation,Married,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,42,30-45,4313,very loyal,1,2,33
1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,65,60-80,4604,very loyal,0,3,946
1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,1,57,45-60,4519,very loyal,0,1,1442
1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,53,45-60,4543,very loyal,1,2,62
1965,Graduation,Married,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,1,60,45-60,4432,very loyal,0,1,1674
1988,Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,37,30-45,4637,very loyal,0,1,1538
1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,39,30-45,4153,very loyal,0,1,139
1969,Phd,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,56,45-60,4532,very loyal,0,2,1182
1950,Phd,Married,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,75,60-80,4330,very loyal,0,2,507
1973,Basic,Married,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,52,45-60,4267,very loyal,1,2,18
1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,73,60-80,4180,very loyal,0,1,940
1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,60,45-60,4320,very loyal,1,3,42
1970,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,1,55,45-60,3962,very loyal,0,1,1190
1971,Graduation,Widowed,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,54,45-60,4500,very loyal,1,3,44
1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,0,49,45-60,4126,very loyal,1,2,16
1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,68,60-80,4143,very loyal,0,2,835
1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,39,30-45,4484,very loyal,1,2,1443
1966,Phd,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,1,59,45-60,4193,very loyal,0,1,1029
1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,51,45-60,4559,very loyal,0,1,1188
1976,Phd,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,49,45-60,4503,very loyal,0,2,1277
1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,47,45-60,4161,very loyal,1,3,49
1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,70,60-80,4363,very loyal,0,2,99
1969,Phd,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,56,45-60,4513,very loyal,0,1,1670
1943,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,82,80+,4262,very loyal,0,1,900
1948,Phd,Married,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,77,60-80,4213,very loyal,0,3,425
1957,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,68,60-80,4588,very loyal,0,1,2153
1969,Phd,Widowed,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,56,45-60,4048,very loyal,0,2,636
1978,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,47,45-60,4074,very loyal,1,3,57
1978,Phd,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,47,45-60,4532,very loyal,1,2,25
1967,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,58,45-60,4497,very loyal,1,3,494
1969,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,56,45-60,4626,very loyal,0,2,693
1960,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,65,60-80,4357,very loyal,0,1,1348
1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,49,45-60,4419,very loyal,1,2,51
1962,Graduation,Married,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,63,60-80,4538,very loyal,0,1,1932
1975,Phd,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,50,45-60,4524,very loyal,0,2,990
1984,2N Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,41,30-45,4017,very loyal,1,2,30
1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,50,45-60,4558,very loyal,1,3,254
1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,0,55,45-60,4253,very loyal,1,2,29
1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,59,45-60,4544,very loyal,0,2,1371
1972,Phd,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,1,53,45-60,4321,very loyal,1,3,73
1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,50,45-60,4629,very loyal,1,3,120
1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,55,45-60,4417,very loyal,0,1,81
1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,36,30-45,4495,very loyal,1,2,37
1961,Phd,Married,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,64,60-80,4219,very loyal,0,2,1377
